metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: partID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
Islamic_Arabic_1265_addition_1,manuscript_3674,,Islamic_Arabic_1265,,manuscript,,Islamic_Arabic_1265,Marginalia Careful corrections in the margins.,,,,,,,,,,,,,,,,,
Islamic_Arabic_1313_addition_1,manuscript_3686,,Islamic_Arabic_1313,,manuscript,,Islamic_Arabic_1313,Marginalia Some corrections in the margin.,,,,,,,,,,,,,,,,,
Islamic_Arabic_1338_addition_1,manuscript_3690,,Islamic_Arabic_1338,,manuscript,,Islamic_Arabic_1338,Orthography Fully vowelled Marginalia Some marginalia and corrections.,,,,,,,,,,,,,,,,,
Islamic_Arabic_1421_addition_1,manuscript_3717,,Islamic_Arabic_1421,,manuscript,,Islamic_Arabic_1421,Marginalia Many glosses in the margins.,,,,,,,,,,,,,,,,,
Islamic_Arabic_202_addition_1,manuscript_3792,,Islamic_Arabic_202,,manuscript,,Islamic_Arabic_202,Orthography Fully vowelled Marginalia Variants on the margins.,,,,,,,,,,,,,,,,,
Islamic_Arabic_225_addition_1,manuscript_3801,,Islamic_Arabic_225,,manuscript,,Islamic_Arabic_225,Orthography Many vowel-points. Marginalia Notes in the margins.,,,,,,,,,,,,,,,,,
Islamic_Arabic_242_addition_1,manuscript_3808,,Islamic_Arabic_242,,manuscript,,Islamic_Arabic_242,Marginalia Some comments,,,,,,,,,,,,,,,,,
Islamic_Arabic_259_addition_1,manuscript_3814,,Islamic_Arabic_259,,manuscript,,Islamic_Arabic_259,Orthography Diacritical points often missing Marginalia Some corrections in the margins.,,,,,,,,,,,,,,,,,
Islamic_Arabic_334_addition_1,manuscript_3852,,Islamic_Arabic_334,,manuscript,,Islamic_Arabic_334,Orthography Fully vowelled,,,,,,,,,,,,,,,,,
Islamic_Arabic_496_addition_1,manuscript_3900,,Islamic_Arabic_496,,manuscript,,Islamic_Arabic_496,Marginalia Corrections in the margins.,,,,,,,,,,,,,,,,,
Islamic_Arabic_513_addition_1,manuscript_3902,,Islamic_Arabic_513,,manuscript,,Islamic_Arabic_513,Marginalia Some notes in the margins,,,,,,,,,,,,,,,,,
Islamic_Arabic_537_addition_1,manuscript_3907,,Islamic_Arabic_537,,manuscript,,Islamic_Arabic_537,Marginalia Many corrections in the margins. Index,,,,,,,,,,,,,,,,,
Islamic_Arabic_571_addition_1,manuscript_3918,,Islamic_Arabic_571,,manuscript,,Islamic_Arabic_571,Marginalia Some comments in the margins,,,,,,,,,,,,,,,,,
Islamic_Arabic_587_addition_1,manuscript_3920,,Islamic_Arabic_587,,manuscript,,Islamic_Arabic_587,Orthography Many vowel-points. Marginalia Some glosses in the margins.,,,,,,,,,,,,,,,,,
Islamic_Arabic_628_addition_1,manuscript_3936,,Islamic_Arabic_628,,manuscript,,Islamic_Arabic_628,Marginalia Many marginal and interlinear glosses.,,,,,,,,,,,,,,,,,
Islamic_Arabic_706_addition_1,manuscript_3952,,Islamic_Arabic_706,,manuscript,,Islamic_Arabic_706,Marginalia Some glosses in the margins.,,,,,,,,,,,,,,,,,
Islamic_Arabic_715_addition_1,manuscript_3954,,Islamic_Arabic_715,,manuscript,,Islamic_Arabic_715,Orthography Fully vowelled,,,,,,,,,,,,,,,,,
Islamic_Arabic_845_addition_1,manuscript_3976,,Islamic_Arabic_845,,manuscript,,Islamic_Arabic_845,Marginalia Some corrections in the margins.,,,,,,,,,,,,,,,,,
Islamic_Arabic_853_addition_1,manuscript_3978,,Islamic_Arabic_853,,manuscript,,Islamic_Arabic_853,Orthography Fully vowelled. Marginalia Some marginalia in several hands.,,,,,,,,,,,,,,,,,
Islamic_Arabic_854_addition_1,manuscript_3979,,Islamic_Arabic_854,,manuscript,,Islamic_Arabic_854,Orthography Fully vowelled,,,,,,,,,,,,,,,,,
Islamic_Arabic_855_addition_1,manuscript_3980,,Islamic_Arabic_855,,manuscript,,Islamic_Arabic_855,Marginalia Many glosses and corrections in the margins.,,,,,,,,,,,,,,,,,
Islamic_Arabic_895_addition_1,manuscript_3988,,Islamic_Arabic_895,,manuscript,,Islamic_Arabic_895,Marginalia Many glosses in the margins.,,,,,,,,,,,,,,,,,
Islamic_Arabic_938_addition_1,manuscript_3991,,Islamic_Arabic_938,,manuscript,,Islamic_Arabic_938,Marginalia Some corrections in the margins,,,,,,,,,,,,,,,,,
Islamic_Arabic_941_addition_1,manuscript_3994,,Islamic_Arabic_941,,manuscript,,Islamic_Arabic_941,Marginalia Some glosses in the margins,,,,,,,,,,,,,,,,,
Islamic_Arabic_978_addition_1,manuscript_4005,,Islamic_Arabic_978,,manuscript,,Islamic_Arabic_978,Marginalia Some corrections in the margins,,,,,,,,,,,,,,,,,
MS_1072_Tibb_addition_1,manuscript_4008,,MS_1072_Tibb,,manuscript,,MS_1072_Tibb,Marginalia: The copy has been collated with the exemplar. The copyist has entered many corrections in the margins (frequently marked with صح).,,,,,,,,,,,,,,,,,
MS_119_tibb_taymur_addition_1,manuscript_4009,,MS_119_tibb_taymur,,manuscript,,MS_119_tibb_taymur,Marginalia: The copyist has entered no corrections in the margins.,,,,,,,,,,,,,,,,,
MS_1386_Dd_12.1_addition_1,manuscript_4010,,MS_1386_Dd_12.1,,manuscript,,MS_1386_Dd_12.1,Marginalia: The copyist has entered some corrections in the margins.,,,,,,,,,,,,,,,,,
MS_1632_addition_1,manuscript_4011,,MS_1632,,manuscript,,MS_1632,Marginalia: The copy has been collated with the exemplar. The copyist has entered many corrections in the margins (frequently marked with صح).,,,,,,,,,,,,,,,,,
MS_1894_addition_1,manuscript_4012,,MS_1894,,manuscript,,MS_1894,Marginalia: The copyist has entered some corrections in the margins.,,,,,,,,,,,,,,,,,
MS_1895_addition_1,manuscript_4013,,MS_1895,,manuscript,,MS_1895,Marginalia: The copyist has entered some corrections in the margins.,,,,,,,,,,,,,,,,,
MS_1896_addition_1,manuscript_4014,,MS_1896,,manuscript,,MS_1896,Marginalia: The copyist has entered some corrections in the margins.,,,,,,,,,,,,,,,,,
MS_1896_addition_2,manuscript_4014,,MS_1896,,manuscript,,MS_1896,"This copy appears on the following website twice, once mislabled as 1894: http://enriqueta.man.ac.uk/luna/servlet/Learning_and_Research~91~1",,,,,,,,,,,,,,,,http://enriqueta.man.ac.uk/luna/servlet/Learning_and_Research~91~1,http://enriqueta.man.ac.uk/luna/servlet/Learning_and_Research~91~1
MS_1897_addition_1,manuscript_4015,,MS_1897,,manuscript,,MS_1897,Marginalia: The copy has been collated with the exemplar. The copyist has entered many corrections in the margins (frequently marked with صح).,,,,,,,,,,,,,,,,,
MS_1898_addition_1,manuscript_4016,,MS_1898,,manuscript,,MS_1898,Marginalia: The copy has been collated with the exemplar. The copyist has entered many corrections in the margins (frequently marked with صح).,,,,,,,,,,,,,,,,,
MS_2045.1_addition_1,manuscript_4019,,MS_2045.1,,manuscript,,MS_2045.1,Marginalia: The copyist has entered some corrections in the margins.,,,,,,,,,,,,,,,,,
MS_2508_Veliyeddin_Efendi_addition_1,manuscript_4020,,MS_2508_Veliyeddin_Efendi,,manuscript,,MS_2508_Veliyeddin_Efendi,The copy has been collated with the exemplar as well as with another manuscript. The copyist has entered many corrections in the margins (frequently marked with صح).,,,,,,,,,,,,,,,,,
MS_280_addition_1,manuscript_4021,,MS_280,,manuscript,,MS_280,Marginalia: The copyist has entered some corrections in the margins.,,,,,,,,,,,,,,,,,
MS_2837_fonds_arabe_addition_1,manuscript_4022,,MS_2837_fonds_arabe,,manuscript,,MS_2837_fonds_arabe,"The copy has been collated with the exemplar as well as with another manuscript. The copyist has entered many corrections in the margins and between lines (sometimes marked with صح). On fol. 132a, the copyist adds the collation note (بلغ المقابل ""finished the collation"") in the margin. On fols. 6b, 9b, 52a, apparently the same hand adds the collation note (بلغ ""finished [the collation]"") in the margin.",,,,,,,,,,,,,,,,,
MS_303_addition_1,manuscript_4023,,MS_303,,manuscript,,MS_303,Marginalia: The copyist has entered some corrections in the margins.,,,,,,,,,,,,,,,,,
MS_3527_addition_1,manuscript_4024,,MS_3527,,manuscript,,MS_3527,"Marginalia: The copy has been collated with the exemplar as well as with another manuscript. The copyist has entered many corrections in the margins (sometimes marked with صح), and has noted some variant readings from another manuscript (marked with نح). Another hand also has entered corrections in the margins. Aphorism numbers are written in margins.",,,,,,,,,,,,,,,,,
MS_3763_addition_1,manuscript_4026,,MS_3763,,manuscript,,MS_3763,Marginalia: The copy has been collated with the exemplar. The copyist has entered many corrections in the margins (sometimes marked with صح).,,,,,,,,,,,,,,,,,
MS_4751_tibb_addition_1,manuscript_4027,,MS_4751_tibb,,manuscript,,MS_4751_tibb,Marginalia:The copy has been collated with the exemplar. The copyist has entered many corrections in the margins (sometimes marked with صح).,,,,,,,,,,,,,,,,,
MS_4791_addition_1,manuscript_4028,,MS_4791,,manuscript,,MS_4791,Marginalia: The copy has been collated with the exemplar. The copyist has entered many corrections in the margins (sometimes marked with صح).,,,,,,,,,,,,,,,,,
MS_565_tibb_addition_1,manuscript_4030,,MS_565_tibb,,manuscript,,MS_565_tibb,Marginalia: The copyist has entered some corrections in the margins.,,,,,,,,,,,,,,,,,
MS_574.2_Hekimoğlu_ʿAlī_Paşa_addition_1,manuscript_4032,,MS_574.2_Hekimoğlu_ʿAlī_Paşa,,manuscript,,MS_574.2_Hekimoğlu_ʿAlī_Paşa,"Marginalia: The copy has been collated with another manuscript. In the margins, the copyist has noted many variant readings from another manuscript (frequently with red mark ح).",,,,,,,,,,,,,,,,,
MS_6617.1_addition_1,manuscript_4033,,MS_6617.1,,manuscript,,MS_6617.1,Marginalia: The copyist has entered a few corrections in the margins.,,,,,,,,,,,,,,,,,
MS_885.1_addition_1,manuscript_4034,,MS_885.1,,manuscript,,MS_885.1,Marginalia: The copy has been collated with the exemplar. The copyist has entered many corrections in the margins (frequently marked with صح).,,,,,,,,,,,,,,,,,
MS_919_addition_1,manuscript_4035,,MS_919,,manuscript,,MS_919,Marginalia: The copyist has entered some corrections in the margins.,,,,,,,,,,,,,,,,,
MS_9452_addition_1,manuscript_4036,,MS_9452,,manuscript,,MS_9452,Marginalia: The copyist has entered a few corrections in the margins.,,,,,,,,,,,,,,,,,
MS_A4723_addition_1,manuscript_4037,,MS_A4723,,manuscript,,MS_A4723,Marginalia: The copyist has entered a few corrections in the margins.,,,,,,,,,,,,,,,,,
MS_Add1073_addition_1,manuscript_4038,,MS_Add1073,,manuscript,,MS_Add1073,"Folio 1r: Inscription in black reads Cambridge classmark of the manuscript: ‘Add. Ms. 1073’. Some other inscriptions in black: text and numbers. Inscription in pencil on top right corner reads: ‘176 pennies’ (this was most probably the manuscript’s price at some point). Another inscription in pencil in the middle of the page reads: ‘From Flugel Cat. 1244, 10/4 ‘72’. It is possible that there was a sale of Flugel’s library in 1872 following his death in 1870. 10/4 would be the price: 10 shillings and four pence. Cambridge University stamp at the bottom indicating date of acquisition: ‘20 July 78’.",Folio 1r,1r,1r,,,,,,,,,,,,,,
MS_Add1073_addition_2,manuscript_4038,,MS_Add1073,,manuscript,,MS_Add1073,Folio 1v: Title in red script reads: hādhā risāla Tāj al-Dīn al-Rūmī quddisa sirruhu. Followed by the basmala in black and the introduction. Marginal annotations in black presenting two couplets of poetry preceded by: kunt ḥaḍart mawlāna quddisa sirrahu al-a‛lā.,Folio 1v,1v,1v,,,,,,,,,,,,,,
MS_Add1073_addition_3,manuscript_4038,,MS_Add1073,,manuscript,,MS_Add1073,Folio 2r: Author’s name given on line 4 as Tāj al-Dīn ibn Mahdī Zamān al-Rūmī.,Folio 2r,2r,2r,,,,,,,,,,,,,,
MS_Add1073_addition_4,manuscript_4038,,MS_Add1073,,manuscript,,MS_Add1073,"The text reads: hādhihi al-ṭarīqa al-‛aliyya al-Naqshbandiyya akhadhaha ‛abd al-faqīr al-kāmil fī al-nuqṣān wa-’l-‛ājiz fī al-maghfira al-raḥmān Tāj al-Dīn ibn Mahdī Zamān al-Rūmī min al-khawāja Muḥammad al-Baqī [AD 1563-1603] wa-huwa akhadhahā ‛an mawlāna khawāja Kay (sic.) [Aḥmad] al-Amkankī (pronounced most probably as Amkanjī) wa-huwa ‛an [missing a link here being Darwīsh Muḥammad] al-walī al-khawāja Muḥammad al-Zāhid wa-huwa ‛an al-Ghawth al-‛a‛ẓamal-khawāja ‛Ubayd Allāh al-Aḥrār ibn Maḥmūd al-Shāshī (i.e. from Tashkent) ‘Ḥaḍrat Ishān’ [AD 1404-1490] quddisa sirrahu wa-huwa ‛an al-shaykh al-shuyukh mawlāna Ya‛qūb Jarkhī (pronounced most probably as Charkhī) [d. 851/1447] wa-huwa ‛an ḥadrat al-khawāja al-kabīr khawāja Muḥammad Bahā’ al-Dīn al-Naqshbandī wa-huwa ‛an al-Sayyid [Amīr] al-Kulālī al-Bukhārī wa huwa ‛an al-khawāja Muḥammad Bāba al-Sammāsī wa huwa ‛an haḍrat al-‛Azīzān khawāja ‛Alī al-Dāmitī (sic.) (most probably al-Rāmitīnī) wa huwa al-mashhūr bi-‛Azīzān wa huwa ‛an khawāja Maḥmūd Injīr (or Anjīr) al-Faghnawī wa huwa ‛an al-khawāja ‛Arif al-Riwkarawī (pronounced most probably as Riwgarawī) wa huwa ‛an al-khawāja ‛Abd al-Khāliq al-Ghujdāwanī [missing a link here being Abū al-‛Abbās Khiḍr ] wa huwa ‛an al-Shaykh Ibn Ya‛qūb ibn Ayyūb Yūsūf al-Hamadānī (in Shadows of the Prophet: Martial Arts and Sufi Mysticism by D. S. Farrer the name is Abū Ya‛qū Yūsūf al-Hamadānī p.273) wa huwa ‛an ‛Alī (possibly Abū ‛Ali Aḥmad (or Faḍl) b. Muḥammad) al-Farmadī Tūsī wa huwa ‛an al-shaykh Abū al-Ḥasan al-Kharaqānī … the silsila continues further on the following two pages to include the spiritual teachers such as Abū Yazīd al-Bistāmī, Ja‛far al-Ṣādiq, al-Qāsim b. Muḥammad b. Abū Bakr al-Siddīq, Salmān al-Fārsī, Abū Bakr al-Siddīq and last but not least the Prophet himself.",,,,,,,,,,,,,,,,,
MS_Add1073_addition_5,manuscript_4038,,MS_Add1073,,manuscript,,MS_Add1073,"Further marginal annotations on folios 8v, 9r, 9v, 10v and 11v.",8v; 9r; 9v; 10v; 11v,8v 9r 9v 10v 11v,8v 9r 9v 10v 11v,,,,,,,,,,,,,,
MS_Add1073_addition_6,manuscript_4038,,MS_Add1073,,manuscript,,MS_Add1073,Folio 12v: Continuation to the closing remarks in the margin within an upside down triangle outlined in red stating the name of scribe as Sayyid DarwīshSayyid Darwīsh. Date of completion inscribed in black: 1203.,Folio 12v,12v,12v,,,Sayyid DarwīshSayyid Darwīsh,person_f3668,,,,,,,,,,
MS_Ar_3802_addition_1,manuscript_4039,,MS_Ar_3802,,manuscript,,MS_Ar_3802,Marginalia: The copyist has entered a few notes in the margins.,,,,,,,,,,,,,,,,,
MS_Ar_5458_addition_1,manuscript_4040,,MS_Ar_5458,,manuscript,,MS_Ar_5458,Marginalia: The copy has been collated with the exemplar.,,,,,,,,,,,,,,,,,
MS_Ar_5458_addition_2,manuscript_4040,,MS_Ar_5458,,manuscript,,MS_Ar_5458,The copyist has entered many corrections in the margins (sometimes marked with صح).,,,,,,,,,,,,,,,,,
MS_Ar_1037_addition_1,manuscript_4041,,MS_Ar_1037,,manuscript,,MS_Ar_1037,Marginalia: The second hand entered many corrections in the margin (frequently with the mark صح).,,,,,,,,,,,,,,,,,
MS_Ar_454_addition_1,manuscript_4042,,MS_Ar_454,,manuscript,,MS_Ar_454,"Marginalia: The copy has been collated with the exemplar as well as with another manuscript. The copyist has entered many corrections in the margins (sometimes marked with صح), and has noted some variant readings from another manuscript (marked with خ).",,,,,,,,,,,,,,,,,
MS_Arab_SM_4272_addition_1,manuscript_4043,,MS_Arab_SM_4272,,manuscript,,MS_Arab_SM_4272,The copy has been collated with the exemplar. The copyist has entered many corrections in the margins (frequently marked with صح). Other hands also have added notes.,,,,,,,,,,,,,,,,,
MS_Arabe_2835_addition_1,manuscript_4044,,MS_Arabe_2835,,manuscript,,MS_Arabe_2835,Marginalia: The copyist has entered some corrections in the margins.,,,,,,,,,,,,,,,,,
MS_Arabe_2836_addition_1,manuscript_4045,,MS_Arabe_2836,,manuscript,,MS_Arabe_2836,Marginalia: The copyist has entered some corrections in the margins.,,,,,,,,,,,,,,,,,
MS_Arabe_2841_addition_1,manuscript_4046,,MS_Arabe_2841,,manuscript,,MS_Arabe_2841,Marginalia: The copy has been collated with the exemplar. The copyist has entered many corrections in the margin (frequently with mark صح).,,,,,,,,,,,,,,,,,
MS_Arabe_6734_addition_1,manuscript_4047,,MS_Arabe_6734,,manuscript,,MS_Arabe_6734,"Marginalia: The copyist did not enter any note in the margin; however, the Arabic lemmata were heavily annotated by at least three hands.",,,,,,,,,,,,,,,,,
MS_Ayasofya_3670_addition_1,manuscript_4048,,MS_Ayasofya_3670,,manuscript,,MS_Ayasofya_3670,Marginalia: The copy has been collated with the exemplar. The copyist has entered many corrections in the margins (frequently marked with صح). There are definitions and other comments in the margins that must be the glosses by ‘Abd al-Raḥmān al-Ṭabīb.,,,,,,,,,,,,,,,,,
MS_OL_7785.66_addition_1,manuscript_4051,,MS_OL_7785.66,,manuscript,,MS_OL_7785.66,Marginalia: The copy has been collated with the exemplar. The copyist has entered many corrections in the margins (frequently marked with صح).,,,,,,,,,,,,,,,,,
MS_OR_6386_addition_1,manuscript_4052,,MS_OR_6386,,manuscript,,MS_OR_6386,Marginalia: The copy has been collated with the exemplar. The copyist has entered many corrections in the margins (sometimes marked with صح).,,,,,,,,,,,,,,,,,
MS_Or_6419_addition_1,manuscript_4053,,MS_Or_6419,,manuscript,,MS_Or_6419,Marginalia: The copy has been collated with the exemplar. The copyist has entered many corrections in the margins (sometimes marked with صح).,,,,,,,,,,,,,,,,,
MS_Or_1348_addition_1,manuscript_4054,,MS_Or_1348,,manuscript,,MS_Or_1348,Marginalia: The copy has been collated with the exemplar. The copyist has entered many corrections in the margins (frequently marked with صح).,,,,,,,,,,,,,,,,,
MS_Or_43_addition_1,manuscript_4055,,MS_Or_43,,manuscript,,MS_Or_43,Marginalia: The copy has been collated with the exemplar. The copyist has entered many corrections in the margins (frequently marked with صح).,,,,,,,,,,,,,,,,,
MS_Or_quart_881_addition_1,manuscript_4057,,MS_Or_quart_881,,manuscript,,MS_Or_quart_881,Marginalia: There are no corrections in the margin.,,,,,,,,,,,,,,,,,
MS_Petermann_II_233_addition_1,manuscript_4058,,MS_Petermann_II_233,,manuscript,,MS_Petermann_II_233,Marginalia: There are no corrections in the codex.,,,,,,,,,,,,,,,,,
MS_R126_addition_1,manuscript_4059,,MS_R126,,manuscript,,MS_R126,Marginalia: The copy has been collated with the exemplar. The copyist has entered many corrections in the margins (frequently marked with صح).,,,,,,,,,,,,,,,,,
MS_Veliyeddin_Efendi_2508_addition_1,manuscript_4060,,MS_Veliyeddin_Efendi_2508,,manuscript,,MS_Veliyeddin_Efendi_2508,The copy has been collated with the exemplar as well as with another manuscript. The copyist has entered many corrections in the margins (frequently marked with صح).,,,,,,,,,,,,,,,,,
MS_Veliyeddin_Efendi_2509.2_addition_1,manuscript_4061,,MS_Veliyeddin_Efendi_2509.2,,manuscript,,MS_Veliyeddin_Efendi_2509.2,Marginalia: The copyist has entered a few corrections in the margins.,,,,,,,,,,,,,,,,,
MS_Wetzstein_II_1183_addition_1,manuscript_4062,,MS_Wetzstein_II_1183,,manuscript,,MS_Wetzstein_II_1183,Marginalia: The copyist has entered one correction in the margins (marked with صح) of f. 17a. Another hand has entered a few corrections in the margins.,,,,,,,,,,,,,,,,,
