metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit
Persian_MS_199_binding_1,manuscript_6678,,Persian_MS_199,,"Probably bound for the patron of the volume, Henry John Chandler, possibly in Lucknow during his tenure as an assistant to the Resident there.; Sewn all-along on two flat supports, probably leather thongs, without gaps in the thread. Endpapers of similar stock added at the beginning and end. Edges trimmed, and twined chevron endbands worked in yellow silk and silver threads over round cord or leather cores with bevelled ends. Covered in full crimson goatskin leather over pasteboards, tight-backed, without a flap, cut nearly flush with the edges, with defined exterior joints (Type III binding per Déroche). Interior doublures lined in the same leather, the excess width adhered to the first and last flyleaves as hinges connecting the textblock to the cover, with strips of paper adhered over top to disguise the joins.; 167 118 48","Binding in fair but stable condition, with upper corner of the right board chewed away by rodents.","Spine decorated with four raised bands, two sewing supports with false bands added at head and tail. Green goatskin leather onlays adhered to the top, middle, and bottom panels. All panels and band edges painted with gold checkerboard designs, save for the middle one, which features a nine quatrefoils. Boards margins decorated with a wide band of painted gold ruling, subsequently repeately punched with insular dots, with thin single lines painted on either side, and perpendicular radiating lines on the inside. Board edges also painted with gold quatrefoils. Title written on the head and tail edges of the textblock",,,1774,1775,,,167.0,167.0,167.0,118.0,118.0,118.0,48.0,48.0,48.0,mm
Persian_MS_20_binding_1,manuscript_6680,,Persian_MS_20,,"Near-contemporary original binding from the Safavid Empire in the early 16th to early 17th centuries CE.; Sewn on two unsupported stations. Edges trimmed and endbands twined in white and green silk threads at head and tail. Interior doublures and leather hinges likely attached the binding to the textblock, since altered during restoration. Polished red goatskin leather binding, and interior doublures of the same. Flyleaves of orange-tinted paper flecked with silver, now tarnished.; 223 137 25","Binding in fair but stable condition. Some exterior wear, and damage to the interior filigree, and tears and folds in the flyleaves. Spine and fore-edge subsequently rebacked with maroon goatskin leather. Boxed.","Blocked with fully gilt panels from the same die on both the right and left boards, which feature an outdoor landscape scene that depict a dragon, phoenix, hares, birds and beasts, with fish and ducks swimming in a stream at the bottom, with rectangles and surrounding cartouche borders bearing floriate scrollwork designs on a punched background, with the flowers likely hand-coloured but now rubbed. Interior doublures feature recessed medallions, pendants and corner-pieces inset with black leather filigree adhered over ultramarine blue grounds, the latter now smudged exposing the paper underneath. Tail edge inscribed with the title in naskh script.",,,1518,1700,,,223.0,223.0,223.0,137.0,137.0,137.0,25.0,25.0,25.0,mm
Persian_MS_203_binding_1,manuscript_6684,,Persian_MS_203,,"Bound in a European style without a flap (Type III binding per Déroche) with a quarter buff-coloured paper spine, European Stormont patterned marbled paper sides, and blue sprinkled edges. Flyleaves of wove paper watermarked , manufactured by the J. Whatman 1815Whatman Paper Mill in Maidstone, Kent, then owned and operated by William Balston (1759–1849) added at beginning and end.; 226 153 13",,Titled (Tale of the Four Dervishes) in Latin script in black Kissahi Char Derwishink on the spine.,,,1815,1838,,,226.0,226.0,226.0,153.0,153.0,153.0,13.0,13.0,13.0,mm
Persian_MS_206_binding_1,manuscript_6687,,Persian_MS_206,,"Apparently rebound in a hybrid British-Indian style, likely in the early 19th century. Sewn at two stations on flat red goatskin leather thongs, likely the same as used to cover the volume. A single bifolium of comparatively heavy paper added to the front only. Note that the final flyleaves bear misṭarah hand guide impressions, hence consititute part of the textblock. Folios 1 to 9 and 49 to 69 and several others trimmed and coloured yellow, excepting those folded along the fore-edge. Spine lined with cloth, but no endbands. Covered in full maroon goatskin leather, tight-backed, over thin pasteboards, without squares or a flap (type III binding per Déroche). Cloth lining and thong ends adhered to the first and last flyleaves. Comparatively heavy handmade paper doublures line the interiors of the boards, with the excess width put down as hinges on the first and last flyleaves to attach the boards and cover the cloth spine lining and thongs, although some of the latter protrude beyond the hinges.; 235 156 17","Handle with caution. Binding in fair condition with breaks in the joints at head and tail, and abrasion along the edges, headcaps, and interior joints.","Boards double-ruled in yellow along the perimeters. Spine titled FERAS NAMEH in gold in the European manner, possibly added afterwards in Britain.",,,1775,1830,,,,,,,,,,,,
Persian_MS_207_binding_1,manuscript_6688,,Persian_MS_207,,"Contemporary binding, probably completed in the Ottoman empire; Resewn at two stations. Edges originally trimmed, and endbands added, but now lost. Covered in full polished medium brown goatskin leather over pasteboards. twined at head and tail.; 219 143 34","Handle binding with caution. In poor condition, with the flap breaking.",,,,1600,1700,,,219.0,219.0,219.0,143.0,143.0,143.0,34.0,34.0,34.0,mm
Persian_MS_21_binding_1,manuscript_6691,,Persian_MS_21,,"Probably rebound in its present form in circa 1800 in the Indian subcontinent; Resewn all-along on a single flat support with cotton thread. Edges trimmed, and chevron endbands twined in blue-green, probably indigo-dyed silk and metallic, possibly impure gold-wrapped threads over round cores at head and tail. Bound in full goatskin leather over pasteboards, without a flap (type III per Déroche et al), with squares at the edges, headcaps, and two silver clasps subsequently added to the fore-edge.; 297 177 50","Handle binding with caution. In fair but stable condition, with abrasion to edges, tight sewing, and restricted opening to the gutter margins. Boxed.","Two inset panels blocked four times with the same die in gold, with painted blue ground, surrounded by extensive marginal ruling in gold and white. Interiors lined with the same maroon goatskin leather, decorated with both single and double marginal ruling in gold ink. Spine bears floral trellis-work painted in gold.",,1800,1800,1800,medium,#Gregorian,297.0,297.0,297.0,177.0,177.0,177.0,50.0,50.0,50.0,mm
Persian_MS_211_binding_1,manuscript_6693,,Persian_MS_211,,"Covered in a hybrid British-Indian style in the Indian subcontinent in full polished red goatskin leather, without squares along the edges or a flap (Type III binding per Déroche). Resewn when restored in Britain the 20th century on four supports, Spine subsequently rebacked in goatkin leather and new endpapers of mould-made straw-coloured papers added.; 281 185 36",Handle binding with caution. In fair condition. Exterior scuffed and abraded. Repairs to the corners. Interior endpapers joints breaking.,"Boards decorated with recessed paper onlays for the central scalloped medallions, detached pendants, and corners, all blind stamps with floral scrollwork desigs. Additional blind single vertical fillet lines connect the central decoration, while another at the margins connects the cornerpieces.",,,1701,1800,,,281.0,281.0,281.0,185.0,185.0,185.0,36.0,36.0,36.0,mm
Persian_MS_213_binding_1,manuscript_6695,,Persian_MS_213,,"Modern resewing at two stations on flat supports, probably tapes, with new twined chevron endbands in yellow and red silk threads. Modern rebinding, tight-backed full maroon goatskin leather Type II binding (with flap as per Déroche), with remounted original sides of polished goatskin leather. A completely modern flap, without no remnants remounted, and modern, peach-tinted mould-made papers also added as new endpapers to the volume when restored.; 199 124 51","Handle binding with caution. In fair condition, with page openings to the gutters severely restricted. Some abrasion on the edges and cracking headbcaps.","Original remounted sides of polished goatskin leather feaures remnants of stamped gilt paper onlays featuring central scalloped mandorlas, detached pendants, and corners with scrollwork quatrefoils and treefoils. A modern flap bears blind tooled fillet lines that surround the perimeters and criss-cross at the fore-edge, with a central septfoil, and two fleur-de-lis at head and tail, with the latter again at the peak of the envelope flap, then the internal leather lining blind tooled on the perimeters and fore-edge.",,,1693,1825,,,199.0,199.0,199.0,124.0,124.0,124.0,51.0,51.0,51.0,mm
Persian_MS_219_binding_1,manuscript_6701,,Persian_MS_219,,"Sewn on three cord supports, with the ends adhered to the first and last flyleaves, then covered by strips of paper. Edges trimmed then twined chevron endbands worked in yellow and black silk threads at head and tail. Covered in full red goatskin leather over pasteboards with a flap (type II binding per Déroche). Interior doublures lined with the same leather.; 295 210 110","Handle with caution. Binding in fair condition, with the exterior grain layer delaminating and abrading, with extensive staining on the interior doublures.","Boards bear paper onlays central mandorlas, detched pendants, corners, and cartouches all blocked in silver leaf. Ruled in bright yellow, except for the medallion and cartouches on the envelope and fore-egde flaps .",,,1784,1785,,,295.0,295.0,295.0,210.0,210.0,210.0,110.0,110.0,110.0,mm
Persian_MS_229_binding_1,manuscript_6712,,Persian_MS_229,,"Possibly rebound in for former owner Nathaniel Middleton.; Sewn. Edges trimmed, and chevron endbands of yellow and silver threads twined at head and tail.; 242 160 46",Handle binding with caution. In,,,,1775,1838,,,242.0,242.0,242.0,160.0,160.0,160.0,46.0,46.0,46.0,mm
